student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
1990,student 6688,8,Bosnia and Herzegovina,Male,Elementary school (5-9),English Language Private School,Music,21,Technology Onsite,48,4,Beginner,Online,Python
1025,student 6689,12,New Zealand,Female,Middle school (10-13),English Language Private School,Technology,20,Young Game Developer,48,5,Beginner,Hybrid,Python
57,student 6690,8,UK,Male,Elementary school (5-9),English Language Private School,Science,36,JAVA Programming,48,3,Proficiency,Online,Graphics Designing
437,student 6691,8,China,Female,Elementary school (5-9),English Language Private School,Music,38,Game Development,8,3,Beginner,Online,AI
2012,student 6692,11,Poland,Male,Middle school (10-13),Gulf Indian High School,Technology,2,Python Programming,48,5,Applied Tech,Online,Robotics Innovative Learning
1079,student 6693,10,Ireland,Male,Middle school (10-13),English Language Private School,Art,21,Technology Onsite,48,3,Applied Tech,Hybrid,AI
385,student 6694,9,Cuba,Female,Elementary school (5-9),English Language Private School,Technology,30,Young Designer Program,48,5,Proficiency,Hybrid,AI
2382,student 6695,8,Bahrain,Male,Elementary school (5-9),English Language Private School,Sports,18,Graphic Designing,8,3,Beginner,In-person,Game Development
1257,student 6696,11,UK,Female,Middle school (10-13),Gulf Indian High School,Technology,1,Robotics,8,4,Applied Tech,In-person,Technology Innovative Learning
1338,student 6698,12,India,Female,Middle school (10-13),English Language Private School,Music,1,Robotics,48,5,Beginner,Online,3D Designing
530,student 6699,8,Russia,Male,Elementary school (5-9),Gulf Indian High School,Science,23,Virtual Robotics,24,4,Proficiency,In-person,Graphics Designing
571,student 6700,8,Venezuela,Female,Elementary school (5-9),English Language Private School,Music,0,Robotics Innovative Learning,24,4,Applied Tech,In-person,3D Designing
92,student 6702,8,Canada,Female,Elementary school (5-9),English Language Private School,Technology,3,Artificial Intelligence,24,4,Applied Tech,Hybrid,3D Designing
2104,student 6703,8,Ukraine,Female,Elementary school (5-9),English Language Private School,Technology,17,3D Designing & Modelling,48,4,Beginner,In-person,Robotics Innovative Learning
1510,student 6704,8,Afghanistan,Male,Elementary school (5-9),Gulf Indian High School,Science,23,Virtual Robotics,48,3,Proficiency,Hybrid,Robotics Innovative Learning
1483,student 6706,8,Qatar,Male,Elementary school (5-9),English Language Private School,Music,3,Artificial Intelligence,48,3,Applied Tech,Hybrid,Robotics Innovative Learning
2450,student 6708,8,UK,Female,Elementary school (5-9),English Language Private School,Art,27,Young Innovator,48,3,Beginner,In-person,Technology Innovative Learning
1085,student 6709,8,United Arab Emirates,Female,Elementary school (5-9),English Language Private School,Art,16,Game Development with Unity,24,5,Applied Tech,Hybrid,Technology Innovative Learning
877,student 6713,8,United Arab Emirates,Female,Elementary school (5-9),Gulf Indian High School,Sports,11,VEX Robotics,8,4,Beginner,Online,3D Designing
1069,student 6714,12,Armenia,Male,Middle school (10-13),English Language Private School,Mathematics,23,Virtual Robotics,48,4,Beginner,Hybrid,Coding for kids
2229,student 6715,8,UAE,Male,Elementary school (5-9),Gulf Indian High School,Art,20,Young Game Developer,48,4,Beginner,Hybrid,Technology Innovative Learning
331,student 6716,8,India,Male,Elementary school (5-9),Gulf Indian High School,Science,35,Young Web Developer,48,3,Proficiency,In-person,Technology Innovative Learning
731,student 6717,8,Poland,Male,Elementary school (5-9),Gulf Indian High School,Music,44,App Design and Development,8,3,Applied Tech,Online,Technology Innovative Learning
416,student 6719,8,United Kingdom,Female,Elementary school (5-9),Gulf Indian High School,Sports,29,Web Development,24,4,Intermediate,Online,Technology Innovative Learning
2716,student 6720,8,United States,Male,Elementary school (5-9),Gulf Indian High School,Music,11,VEX Robotics,24,3,Proficiency,In-person,Python
2383,student 6723,8,Ukraine,Male,Elementary school (5-9),Gulf Indian High School,Science,17,3D Designing & Modelling,24,5,Intermediate,Hybrid,Python
281,student 6724,8,India,Male,Elementary school (5-9),Gulf Indian High School,Art,4,Technology Innovative Learning,48,3,Beginner,In-person,Game Development
1873,student 6725,8,Iraq,Male,Elementary school (5-9),Gulf Indian High School,Art,3,Artificial Intelligence,48,3,Beginner,In-person,Graphics Designing
1787,student 6726,8,UK,Female,Elementary school (5-9),Gulf Indian High School,Music,11,VEX Robotics,48,4,Beginner,In-person,Coding for kids
357,student 6727,8,Palestine,Female,Elementary school (5-9),Gulf Indian High School,Music,17,3D Designing & Modelling,48,4,Intermediate,Online,Coding for kids
1398,student 6728,5,UAE,Female,Elementary school (5-9),Gulf Indian High School,Technology,47,Artificial Intelligence of Things,24,3,Proficiency,Hybrid,Technology Innovative Learning
991,student 6729,5,Uruguay,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,5,Applied Tech,In-person,Coding for kids
2846,student 6730,8,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Music,4,Technology Innovative Learning,24,4,Applied Tech,In-person,Robotics Innovative Learning
193,student 6731,8,Cuba,Female,Elementary school (5-9),Gulf Indian High School,Music,18,Graphic Designing,96,4,Applied Tech,Online,Python
2457,student 6732,8,Kuwait,Female,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,24,4,Applied Tech,In-person,Python
1349,student 6733,8,Malaysia,Male,Elementary school (5-9),Gulf Indian High School,Science,29,Web Development,24,5,Proficiency,Online,3D Designing
2621,student 6734,8,Turkey,Female,Elementary school (5-9),Gulf Indian High School,Science,12,First LEGO League,24,5,Applied Tech,Hybrid,Game Development
2147,student 6736,8,Nigeria,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,36,JAVA Programming,48,4,Beginner,In-person,Game Development
2336,student 6738,8,Korea,Male,Elementary school (5-9),Gulf Indian High School,Music,2,Python Programming,96,4,Intermediate,Hybrid,AI
1560,student 6739,8,Switzerland,Male,Elementary school (5-9),Gulf Indian High School,Science,23,Virtual Robotics,48,5,Proficiency,Online,Robotics Innovative Learning
307,student 6740,8,Russia,Male,Elementary school (5-9),Gulf Indian High School,Science,45,Young Entrepreneur,48,3,Proficiency,Online,3D Designing
1445,student 6741,8,Ireland,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,0,Robotics Innovative Learning,24,5,Intermediate,In-person,3D Designing
259,student 6742,8,Ukraine,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,3,Artificial Intelligence,24,3,Proficiency,Online,Coding for kids
1473,student 6743,8,Russia,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,13,Young App Developer,96,4,Beginner,In-person,Technology Innovative Learning
455,student 6744,8,Venezuela,Female,Elementary school (5-9),Gulf Indian High School,Music,3,Artificial Intelligence,48,3,Beginner,Hybrid,Graphics Designing
1220,student 6745,8,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,48,4,Proficiency,In-person,Python
714,student 6746,8,Cook Islands,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,18,Graphic Designing,48,4,Proficiency,In-person,Python
2137,student 6747,8,Turkey,Female,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,48,4,Beginner,Hybrid,Robotics Innovative Learning
52,student 6748,5,Switzerland,Female,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,8,3,Intermediate,Hybrid,3D Designing
563,student 6749,8,Afghanistan,Male,Elementary school (5-9),Gulf Indian High School,Music,17,3D Designing & Modelling,96,3,Intermediate,Online,App Development
386,student 6750,8,Kuwait,Female,Elementary school (5-9),Gulf Indian High School,Art,38,Game Development,24,4,Proficiency,In-person,Coding for kids
1598,student 6751,8,Russia,Male,Elementary school (5-9),Gulf Indian High School,Sports,50,Young Designer,8,5,Beginner,In-person,AI
1102,student 6752,9,Canada,Female,Elementary school (5-9),English Language Private School,Sports,10,LEGO Robotics,24,5,Beginner,Online,Game Development
2704,student 6753,8,Uganda,Male,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,8,3,Proficiency,In-person,AI
2136,student 6754,8,Ireland,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,39,Young Data Scientist,48,3,Applied Tech,Online,Game Development
2196,student 6755,11,Pakistan,Female,Middle school (10-13),Gulf Indian High School,Sports,12,First LEGO League,48,4,Beginner,In-person,AI
630,student 6756,8,Oman,Female,Elementary school (5-9),Gulf Indian High School,Music,24,Coding For Kids,24,3,Proficiency,In-person,Game Development
792,student 6757,8,Venezuela,Female,Elementary school (5-9),Gulf Indian High School,Art,2,Python Programming,96,3,Proficiency,Online,Graphics Designing
2867,student 6758,8,United Arab Emirates,Male,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,4,Beginner,Hybrid,Python
2386,student 6760,8,Singapore,Male,Elementary school (5-9),Gulf Indian High School,Music,3,Artificial Intelligence,24,3,Beginner,Online,AI
1414,student 6761,8,United Kingdom,Female,Elementary school (5-9),Gulf Indian High School,Sports,25,Artificial Intelligence and Machine Learning,24,5,Applied Tech,In-person,3D Designing
1694,student 6762,8,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Technology,29,Web Development,48,3,Intermediate,Online,Graphics Designing
1223,student 6763,8,United Arab Emirates,Male,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,24,5,Intermediate,Hybrid,App Development
2421,student 6765,6,New Zealand,Female,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,48,5,Beginner,Online,App Development
1220,student 6766,8,Syria,Female,Elementary school (5-9),Gulf Indian High School,Science,25,Artificial Intelligence and Machine Learning,48,4,Proficiency,Hybrid,Graphics Designing
744,student 6767,8,Korea,Female,Elementary school (5-9),Gulf Indian High School,Sports,23,Virtual Robotics,96,5,Applied Tech,Hybrid,AI
2962,student 6768,8,Bahrain,Female,Elementary school (5-9),Gulf Indian High School,Art,24,Coding For Kids,48,4,Intermediate,Online,Python
815,student 6769,8,United States,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,24,3,Applied Tech,Hybrid,3D Designing
151,student 6770,8,Nigeria,Male,Elementary school (5-9),Gulf Indian High School,Technology,5,Game and App Development,24,5,Applied Tech,In-person,Coding for kids
1902,student 6771,8,Venezuela,Male,Elementary school (5-9),Gulf Indian High School,Sports,47,Artificial Intelligence of Things,8,3,Proficiency,In-person,Coding for kids
2832,student 6772,8,Armenia,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,17,3D Designing & Modelling,48,3,Intermediate,Hybrid,Graphics Designing
2363,student 6773,8,China,Male,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,48,5,Proficiency,In-person,3D Designing
881,student 6774,8,Iraq,Male,Elementary school (5-9),Gulf Indian High School,Technology,38,Game Development,96,5,Applied Tech,Hybrid,Technology Innovative Learning
1896,student 6775,8,Cook Islands,Male,Elementary school (5-9),Gulf Indian High School,Sports,38,Game Development,24,5,Intermediate,In-person,Robotics Innovative Learning
2190,student 6776,8,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Sports,3,Artificial Intelligence,8,3,Proficiency,Hybrid,Graphics Designing
546,student 6777,8,Russia,Female,Elementary school (5-9),Gulf Indian High School,Music,18,Graphic Designing,24,3,Intermediate,In-person,Game Development
1962,student 6778,8,Singapore,Male,Elementary school (5-9),Gulf Indian High School,Art,12,First LEGO League,96,5,Proficiency,Hybrid,Technology Innovative Learning
30,student 6781,8,Palestine,Female,Elementary school (5-9),Gulf Indian High School,Science,49,Coding For kids,48,4,Proficiency,In-person,Robotics Innovative Learning
1164,student 6782,13,Turkey,Female,Middle school (10-13),Gulf Indian High School,Mathematics,3,Artificial Intelligence,96,3,Proficiency,In-person,Graphics Designing
946,student 6783,8,Jordan,Male,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,8,3,Applied Tech,In-person,App Development
2575,student 6784,8,India,Female,Elementary school (5-9),Gulf Indian High School,Music,29,Web Development,96,4,Applied Tech,Hybrid,AI
827,student 6785,8,Qatar,Female,Elementary school (5-9),Gulf Indian High School,Music,36,JAVA Programming,24,3,Intermediate,In-person,Python
67,student 6787,8,Canada,Female,Elementary school (5-9),Gulf Indian High School,Sports,16,Game Development with Unity,8,3,Intermediate,Hybrid,AI
2251,student 6788,8,Malaysia,Male,Elementary school (5-9),Gulf Indian High School,Science,14,Scratch Coding,96,4,Applied Tech,Online,Graphics Designing
1231,student 6789,8,United States,Female,Elementary school (5-9),Gulf Indian High School,Sports,1,Robotics,24,4,Applied Tech,Hybrid,Robotics Innovative Learning
935,student 6790,8,Switzerland,Male,Elementary school (5-9),Gulf Indian High School,Sports,38,Game Development,24,3,Proficiency,In-person,Graphics Designing
2,student 6791,8,Srilanka,Male,Elementary school (5-9),Gulf Indian High School,Science,36,JAVA Programming,48,5,Proficiency,Online,3D Designing
1790,student 6792,8,United Kingdom,Male,Elementary school (5-9),Gulf Indian High School,Music,17,3D Designing & Modelling,48,3,Proficiency,Online,Graphics Designing
979,student 6794,13,Qatar,Male,Middle school (10-13),Gulf Indian High School,Sports,17,3D Designing & Modelling,48,5,Beginner,Online,App Development
2625,student 6795,8,Palestine,Female,Elementary school (5-9),Gulf Indian High School,Art,3,Artificial Intelligence,24,5,Beginner,Hybrid,Robotics Innovative Learning
2025,student 6797,8,Ireland,Male,Elementary school (5-9),Gulf Indian High School,Technology,38,Game Development,48,4,Beginner,Hybrid,Python
805,student 6798,8,Srilanka,Female,Elementary school (5-9),Gulf Indian High School,Science,38,Game Development,48,5,Intermediate,In-person,Game Development
2451,student 6799,8,Poland,Female,Elementary school (5-9),Gulf Indian High School,Music,46,3D Designing,48,4,Applied Tech,Hybrid,Graphics Designing
1355,student 6800,8,Afghanistan,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,17,3D Designing & Modelling,24,3,Applied Tech,Online,Game Development
1207,student 6801,13,Poland,Female,Middle school (10-13),Gulf Indian High School,Technology,0,Robotics Innovative Learning,48,3,Proficiency,Online,AI
2410,student 6802,8,Venezuela,Male,Elementary school (5-9),Gulf Indian High School,Technology,30,Young Designer Program,24,4,Applied Tech,Online,Coding for kids
2533,student 6803,8,Taiwan,Female,Elementary school (5-9),Gulf Indian High School,Science,28,Virtual Robotics & Mechatronics,48,5,Proficiency,Online,3D Designing
2078,student 6804,8,UK,Female,Elementary school (5-9),Gulf Indian High School,Technology,46,3D Designing,8,5,Applied Tech,Hybrid,AI
108,student 6805,8,Saudi Arabia,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,8,3,Intermediate,In-person,Python
1312,student 6807,8,Kuwait,Female,Elementary school (5-9),Gulf Indian High School,Sports,16,Game Development with Unity,48,3,Beginner,Online,Coding for kids
2284,student 6808,8,Cameroon,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,10,LEGO Robotics,24,3,Applied Tech,In-person,App Development
558,student 6809,8,Srilanka,Male,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,24,5,Applied Tech,Online,Coding for kids
189,student 6810,8,Russia,Female,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,4,Applied Tech,Online,Robotics Innovative Learning
339,student 6811,8,China,Male,Elementary school (5-9),Gulf Indian High School,Sports,0,Robotics Innovative Learning,24,4,Beginner,In-person,AI
1448,student 6812,8,Kuwait,Male,Elementary school (5-9),Gulf Indian High School,Sports,4,Technology Innovative Learning,48,3,Intermediate,Online,Coding for kids
2617,student 6813,8,Kuwait,Female,Elementary school (5-9),Gulf Indian High School,Art,40,Microsoft Arcade,48,4,Intermediate,Hybrid,3D Designing
613,student 6814,8,Iraq,Female,Elementary school (5-9),Gulf Indian High School,Sports,9,Artificial Intelligence for Non Programmers,96,4,Applied Tech,In-person,Robotics Innovative Learning
309,student 6815,8,Afghanistan,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,3,Artificial Intelligence,8,4,Applied Tech,In-person,App Development
1933,student 6816,7,UK,Male,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,24,3,Proficiency,Online,AI
1335,student 6818,7,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Science,2,Python Programming,8,3,Applied Tech,Online,Graphics Designing
362,student 6819,7,Pakistan,Female,Elementary school (5-9),Gulf Indian High School,Sports,23,Virtual Robotics,8,4,Intermediate,In-person,Robotics Innovative Learning
2437,student 6821,8,KSA,Female,Elementary school (5-9),Gulf Indian High School,Sports,29,Web Development,24,3,Applied Tech,Hybrid,Graphics Designing
1777,student 6822,8,United Kingdom,Female,Elementary school (5-9),Gulf Indian High School,Technology,13,Young App Developer,24,5,Proficiency,Hybrid,Python
2047,student 6823,8,Poland,Male,Elementary school (5-9),Gulf Indian High School,Art,38,Game Development,24,3,Applied Tech,In-person,Coding for kids
738,student 6824,8,Russia,Female,Elementary school (5-9),Gulf Indian High School,Technology,32,Programming,48,3,Beginner,Online,Game Development
2711,student 6825,8,Poland,Male,Elementary school (5-9),Gulf Indian High School,Technology,12,First LEGO League,24,3,Proficiency,In-person,App Development
1526,student 6826,8,Uganda,Female,Elementary school (5-9),Gulf Indian High School,Music,3,Artificial Intelligence,48,4,Proficiency,In-person,Coding for kids
1987,student 6827,8,Switzerland,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,1,Robotics,8,4,Applied Tech,Online,Python
129,student 6828,8,USA,Male,Elementary school (5-9),Gulf Indian High School,Technology,40,Microsoft Arcade,24,3,Applied Tech,Online,Coding for kids
92,student 6830,8,Cuba,Male,Elementary school (5-9),English Language Private School,Sports,4,Technology Innovative Learning,24,5,Applied Tech,Hybrid,App Development
2453,student 6831,11,Canada,Male,Middle school (10-13),Gulf Indian High School,Mathematics,38,Game Development,24,3,Intermediate,Hybrid,AI
1396,student 6832,9,Egypt,Female,Elementary school (5-9),English Language Private School,Mathematics,0,Robotics Innovative Learning,8,4,Proficiency,Online,Python
899,student 6833,8,Poland,Female,Elementary school (5-9),English Language Private School,Mathematics,29,Web Development,24,5,Applied Tech,In-person,Python
641,student 6834,8,Venezuela,Female,Elementary school (5-9),English Language Private School,Art,46,3D Designing,8,5,Intermediate,In-person,Python
1865,student 6835,12,Jordan,Female,Middle school (10-13),English Language Private School,Art,3,Artificial Intelligence,48,4,Intermediate,Online,AI
2169,student 6836,8,Uruguay,Female,Elementary school (5-9),English Language Private School,Science,0,Robotics Innovative Learning,48,4,Proficiency,Hybrid,App Development
1573,student 6837,12,Venezuela,Female,Middle school (10-13),English Language Private School,Science,45,Young Entrepreneur,24,4,Proficiency,Hybrid,Coding for kids
1079,student 6838,11,United Arab Emirates,Male,Middle school (10-13),Gulf Indian High School,Art,1,Robotics,24,3,Proficiency,In-person,3D Designing
1788,student 6839,8,Iraq,Female,Elementary school (5-9),English Language Private School,Music,1,Robotics,96,4,Applied Tech,Online,Game Development
1111,student 6840,8,Qatar,Male,Elementary school (5-9),English Language Private School,Sports,9,Artificial Intelligence for Non Programmers,48,5,Beginner,Hybrid,Robotics Innovative Learning
2130,student 6841,9,KSA,Male,Elementary school (5-9),Gulf Indian High School,Sports,38,Game Development,48,4,Applied Tech,In-person,Robotics Innovative Learning
558,student 6842,6,Korea,Female,Elementary school (5-9),Gulf Indian High School,Science,28,Virtual Robotics & Mechatronics,48,4,Beginner,Hybrid,AI
1314,student 6843,8,Armenia,Female,Elementary school (5-9),English Language Private School,Technology,23,Virtual Robotics,48,4,Intermediate,In-person,Python
1585,student 6845,8,Egypt,Female,Elementary school (5-9),English Language Private School,Sports,0,Robotics Innovative Learning,24,4,Beginner,Online,App Development
1823,student 6846,8,Cameroon,Male,Elementary school (5-9),Gulf Indian High School,Technology,17,3D Designing & Modelling,48,4,Applied Tech,In-person,App Development
2891,student 6848,8,United Kingdom,Male,Elementary school (5-9),English Language Private School,Music,18,Graphic Designing,24,3,Proficiency,Online,AI
2710,student 6849,12,Cameroon,Male,Middle school (10-13),English Language Private School,Technology,3,Artificial Intelligence,24,3,Intermediate,In-person,Graphics Designing
390,student 6850,11,Ukraine,Female,Middle school (10-13),English Language Private School,Sports,16,Game Development with Unity,48,5,Proficiency,Online,AI
1205,student 6852,8,IndiaSpain,Female,Elementary school (5-9),Gulf Indian High School,Sports,0,Robotics Innovative Learning,24,3,Proficiency,Online,3D Designing
2169,student 6853,5,Pakistan,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,7,Virtual Reality,8,3,Applied Tech,Hybrid,Python
661,student 6854,6,Venezuela,Female,Elementary school (5-9),Gulf Indian High School,Science,14,Scratch Coding,8,3,Intermediate,Hybrid,Coding for kids
1293,student 6856,6,UK,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,48,4,Applied Tech,In-person,AI
1828,student 6857,8,Armenia,Female,Elementary school (5-9),Gulf Indian High School,Sports,38,Game Development,8,4,Applied Tech,In-person,Game Development
90,student 6858,11,Turkey,Male,Middle school (10-13),Gulf Indian High School,Art,38,Game Development,24,3,Beginner,In-person,Graphics Designing
2248,student 6860,11,India,Male,Middle school (10-13),Gulf Indian High School,Sports,36,JAVA Programming,24,3,Beginner,Online,Graphics Designing
1093,student 6861,11,Venezuela,Male,Middle school (10-13),Gulf Indian High School,Technology,18,Graphic Designing,24,4,Proficiency,Online,App Development
2926,student 6862,16,Cuba,Female,High school/College (14+),Gulf Indian High School,Technology,3,Artificial Intelligence,24,4,Proficiency,Hybrid,Graphics Designing
2309,student 6865,11,Taiwan,Female,Middle school (10-13),Gulf Indian High School,Sports,50,Young Designer,48,3,Proficiency,Online,Game Development
2018,student 6866,6,USA,Male,Elementary school (5-9),Gulf Indian High School,Sports,6,Graphic Designing & Animation,8,4,Intermediate,Hybrid,Technology Innovative Learning
2577,student 6868,11,United Kingdom,Female,Middle school (10-13),Gulf Indian High School,Mathematics,36,JAVA Programming,8,4,Intermediate,Hybrid,Technology Innovative Learning
1514,student 6869,6,USA,Female,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,48,4,Intermediate,Online,Python
195,student 6870,6,Ukraine,Female,Elementary school (5-9),Gulf Indian High School,Science,30,Young Designer Program,48,3,Intermediate,Online,AI
2940,student 6872,11,Taiwan,Female,Middle school (10-13),Gulf Indian High School,Sports,1,Robotics,48,5,Beginner,In-person,Technology Innovative Learning
1104,student 6873,6,Bahrain,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,4,Proficiency,Online,Game Development
2952,student 6874,6,Oman,Female,Elementary school (5-9),Gulf Indian High School,Science,21,Technology Onsite,96,3,Applied Tech,Online,Technology Innovative Learning
2893,student 6875,11,Nigeria,Male,Middle school (10-13),Gulf Indian High School,Art,3,Artificial Intelligence,48,3,Applied Tech,In-person,Robotics Innovative Learning
1503,student 6876,11,Venezuela,Male,Middle school (10-13),Gulf Indian High School,Science,1,Robotics,24,4,Applied Tech,In-person,Graphics Designing
939,student 6877,6,IndiaSpain,Female,Elementary school (5-9),Gulf Indian High School,Art,10,LEGO Robotics,48,4,Applied Tech,In-person,AI
942,student 6879,11,UAE,Male,Middle school (10-13),Gulf Indian High School,Music,32,Programming,48,3,Intermediate,In-person,Graphics Designing
1020,student 6881,11,Turkey,Male,Middle school (10-13),Gulf Indian High School,Technology,3,Artificial Intelligence,24,4,Proficiency,In-person,Graphics Designing
705,student 6883,6,Saudi Arabia,Female,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,48,5,Beginner,Online,App Development
2179,student 6884,11,Bosnia and Herzegovina,Female,Middle school (10-13),Gulf Indian High School,Science,3,Artificial Intelligence,48,4,Proficiency,Online,Coding for kids
2833,student 6885,11,Syria,Male,Middle school (10-13),Gulf Indian High School,Technology,14,Scratch Coding,24,4,Proficiency,Hybrid,Technology Innovative Learning
2760,student 6887,8,Egypt,Female,Elementary school (5-9),Gulf Indian High School,Science,4,Technology Innovative Learning,48,3,Applied Tech,Hybrid,Coding for kids
2404,student 6888,8,Saudi Arabia,Male,Elementary school (5-9),Gulf Indian High School,Art,1,Robotics,48,5,Applied Tech,Online,Game Development
587,student 6890,11,Oman,Male,Middle school (10-13),Gulf Indian High School,Technology,45,Young Entrepreneur,48,5,Intermediate,Online,3D Designing
437,student 6892,6,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Science,3,Artificial Intelligence,8,4,Proficiency,Hybrid,Python
2139,student 6893,6,Russia,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,37,Electronics for Kids,8,4,Intermediate,Online,Graphics Designing
1448,student 6894,8,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Music,40,Microsoft Arcade,24,3,Applied Tech,Online,Python
6,student 6895,6,Pakistan,Male,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,24,4,Intermediate,Online,App Development
2658,student 6898,8,Uruguay,Female,Elementary school (5-9),Gulf Indian High School,Art,9,Artificial Intelligence for Non Programmers,24,4,Applied Tech,Hybrid,Coding for kids
852,student 6900,6,IndiaSpain,Female,Elementary school (5-9),Gulf Indian High School,Sports,47,Artificial Intelligence of Things,96,3,Intermediate,Online,Coding for kids
21,student 6901,8,Taiwan,Male,Elementary school (5-9),Gulf Indian High School,Technology,38,Game Development,8,5,Beginner,In-person,Graphics Designing
1461,student 6902,6,Ukraine,Female,Elementary school (5-9),Gulf Indian High School,Science,18,Graphic Designing,48,3,Proficiency,Online,Robotics Innovative Learning
2968,student 6903,8,UK,Male,Elementary school (5-9),Gulf Indian High School,Technology,5,Game and App Development,48,5,Proficiency,Hybrid,3D Designing
603,student 6904,8,China,Male,Elementary school (5-9),Gulf Indian High School,Technology,45,Young Entrepreneur,24,3,Proficiency,In-person,Game Development
2092,student 6905,8,Cuba,Female,Elementary school (5-9),Gulf Indian High School,Art,17,3D Designing & Modelling,48,3,Intermediate,In-person,Robotics Innovative Learning
1412,student 6906,8,Palestine,Male,Elementary school (5-9),Gulf Indian High School,Science,1,Robotics,48,4,Intermediate,Online,Technology Innovative Learning
2445,student 6907,8,Singapore,Female,Elementary school (5-9),Gulf Indian High School,Music,1,Robotics,48,4,Intermediate,In-person,3D Designing
1183,student 6909,8,Uganda,Male,Elementary school (5-9),Gulf Indian High School,Science,6,Graphic Designing & Animation,48,3,Applied Tech,Hybrid,Robotics Innovative Learning
2870,student 6910,8,United Arab Emirates,Female,Elementary school (5-9),Gulf Indian High School,Art,48,Drone Technology & Aerodynamics,48,5,Proficiency,In-person,Python
2196,student 6911,8,Poland,Female,Elementary school (5-9),Gulf Indian High School,Mathematics,11,VEX Robotics,48,3,Applied Tech,Hybrid,App Development
1823,student 6912,8,Malaysia,Female,Elementary school (5-9),Gulf Indian High School,Technology,0,Robotics Innovative Learning,24,3,Proficiency,Online,Graphics Designing
1194,student 6913,6,Venezuela,Female,Elementary school (5-9),Gulf Indian High School,Sports,42,Augmented & Virtual Reality,24,3,Proficiency,Online,Technology Innovative Learning
2605,student 6914,8,India,Female,Elementary school (5-9),Gulf Indian High School,Science,32,Programming,96,3,Beginner,Online,Game Development
637,student 6915,8,Palestine,Female,Elementary school (5-9),Gulf Indian High School,Music,7,Virtual Reality,48,3,Beginner,Hybrid,3D Designing
1595,student 6916,8,New Zealand,Male,Elementary school (5-9),Gulf Indian High School,Sports,38,Game Development,24,5,Proficiency,Hybrid,Coding for kids
552,student 6917,8,Afghanistan,Female,Elementary school (5-9),Gulf Indian High School,Technology,1,Robotics,48,4,Beginner,Online,Coding for kids
1350,student 6918,6,Armenia,Male,Elementary school (5-9),Gulf Indian High School,Art,18,Graphic Designing,48,3,Applied Tech,Hybrid,AI
967,student 6919,6,Korea,Male,Elementary school (5-9),Gulf Indian High School,Technology,3,Artificial Intelligence,8,3,Applied Tech,In-person,App Development
285,student 6920,8,India,Male,Elementary school (5-9),Gulf Indian High School,Art,45,Young Entrepreneur,24,3,Intermediate,Hybrid,App Development
1548,student 6921,8,India,Male,Elementary school (5-9),Gulf Indian High School,Mathematics,36,JAVA Programming,24,4,Beginner,Online,Python
